fecha,dia_semana,es_fin_de_semana,n_total,n_low,n_medium,n_high,n_presentes,N02BE_demand,N05B_demand,M01AB_demand,total_demand
2014-12-29,0,0,102,58,28,16,102,272.58,14.02,7.81,294.40999999999997
2014-12-30,1,0,102,59,27,16,102,348.17,44.48,27.8,420.45000000000005
2014-12-31,2,0,102,60,26,16,102,280.72,32.47,18.11,331.30000000000007
2015-01-01,3,0,104,63,25,16,104,0.38,0.3,0.0,0.6799999999999999
2015-01-02,4,0,104,63,24,17,104,355.3,29.71,20.11,405.12
2015-01-03,5,1,106,65,23,18,71,269.49,24.41,32.13,326.03000000000003
2015-01-04,6,1,106,66,23,17,76,305.79,7.38,15.26,328.43
2015-01-05,0,0,105,63,27,15,105,235.45,33.44,7.55,276.44
2015-01-06,1,0,105,64,27,14,105,293.26,28.83,8.29,330.38
2015-01-07,2,0,104,62,28,14,104,0.27,0.0,0.0,0.27
2015-01-08,3,0,104,64,26,14,104,322.8,28.6,5.55,356.95000000000005
2015-01-09,4,0,104,63,25,16,104,249.78,75.81,9.34,334.93
2015-01-10,5,1,105,63,25,17,66,142.4,28.28,20.75,191.43
2015-01-11,6,1,105,63,26,16,71,207.74,24.49,10.18,242.41000000000003
2015-01-12,0,0,105,63,26,16,105,252.06,42.71,7.69,302.46
2015-01-13,1,0,104,62,25,17,104,234.8,33.36,34.82,302.98
2015-01-14,2,0,103,62,24,17,103,156.02,47.16,10.21,213.39000000000001
2015-01-15,3,0,102,63,21,18,102,376.06,26.99,24.4,427.45
2015-01-16,4,0,103,62,24,17,103,297.89,37.2,22.34,357.42999999999995
2015-01-17,5,1,103,60,27,16,66,85.42,41.01,21.77,148.20000000000002
2015-01-18,6,1,103,60,27,16,63,84.82,36.3,12.81,133.92999999999998
2015-01-19,0,0,102,60,26,16,102,216.7,27.22,16.03,259.95
2015-01-20,1,0,102,61,26,15,102,257.92,55.47,11.94,325.33
2015-01-21,2,0,103,61,29,13,103,259.39,41.85,10.46,311.7
2015-01-22,3,0,102,61,27,14,102,144.7,43.43,10.56,198.69
2015-01-23,4,0,103,61,28,14,103,207.16,33.14,9.64,249.94
2015-01-24,5,1,103,62,27,14,67,220.82,64.81,11.61,297.24
2015-01-25,6,1,105,62,30,13,66,168.51,26.41,10.23,205.14999999999998
2015-01-26,0,0,104,62,28,14,104,235.63,33.61,23.6,292.84000000000003
2015-01-27,1,0,105,61,30,14,105,139.57,35.07,7.94,182.57999999999998
2015-01-28,2,0,105,62,29,14,105,225.51,41.97,8.07,275.55
2015-01-29,3,0,105,62,30,13,105,171.43,39.91,10.72,222.06
2015-01-30,4,0,105,62,29,14,105,143.74,45.53,2.58,191.85000000000002
2015-01-31,5,1,104,60,29,15,70,149.82,24.79,25.39,200.0
2015-02-01,6,1,102,59,26,17,66,158.96,14.9,15.08,188.94000000000003
2015-02-02,0,0,103,60,26,17,103,143.21,31.78,20.95,195.94
2015-02-03,1,0,106,62,27,17,106,169.32,44.17,11.59,225.08
2015-02-04,2,0,105,62,25,18,105,271.93,15.75,8.67,296.35
2015-02-05,3,0,105,63,24,18,105,170.38,29.61,7.3,207.29000000000002
2015-02-06,4,0,105,63,25,17,105,162.94,18.0,12.02,192.96
2015-02-07,5,1,105,62,26,17,64,144.8,20.15,7.4,172.35000000000002
2015-02-08,6,1,105,62,27,16,73,146.32,17.54,4.3,168.16
2015-02-09,0,0,103,62,25,16,103,141.61,18.53,11.4,171.54000000000002
2015-02-10,1,0,104,61,27,16,104,229.89,26.67,11.12,267.68
2015-02-11,2,0,105,62,27,16,105,338.35,39.01,9.73,387.09000000000003
2015-02-12,3,0,105,62,27,16,105,166.37,27.06,9.71,203.14000000000001
2015-02-13,4,0,104,60,29,15,104,204.0,25.95,18.29,248.23999999999998
2015-02-14,5,1,105,60,29,16,66,126.76,32.05,12.85,171.66
2015-02-15,6,1,103,59,27,17,71,179.17,16.81,39.87,235.85
2015-02-16,0,0,102,59,26,17,102,271.3,11.43,9.72,292.45000000000005
2015-02-17,1,0,100,57,26,17,100,242.44,6.69,17.85,266.98
2015-02-18,2,0,100,58,24,18,100,240.95,10.32,3.68,254.95
2015-02-19,3,0,100,56,25,19,100,243.38,5.52,6.46,255.36
2015-02-20,4,0,100,52,28,20,100,178.31,13.3,21.0,212.61
2015-02-21,5,1,101,55,26,20,75,286.77,22.49,10.5,319.76
2015-02-22,6,1,101,55,26,20,67,223.55,15.67,8.14,247.36
2015-02-23,0,0,100,55,24,21,100,372.03,22.65,21.55,416.22999999999996
2015-02-24,1,0,100,54,25,21,100,147.63,29.2,15.7,192.52999999999997
2015-02-25,2,0,100,54,25,21,100,164.75,21.5,29.12,215.37
2015-02-26,3,0,98,50,26,22,98,241.4,34.18,26.63,302.21
2015-02-27,4,0,100,51,28,21,100,339.02,1.97,25.93,366.92
2015-02-28,5,1,98,49,29,20,67,118.76,22.17,25.45,166.38
2015-03-01,6,1,99,50,28,21,67,118.55,7.19,37.84,163.57999999999998
2015-03-02,0,0,101,51,30,20,101,276.25,17.05,27.01,320.31
2015-03-03,1,0,102,52,30,20,102,311.98,38.49,32.02,382.49
2015-03-04,2,0,101,51,32,18,101,317.37,11.79,34.62,363.78000000000003
2015-03-05,3,0,102,53,31,18,102,239.49,5.0,21.6,266.09000000000003
2015-03-06,4,0,102,52,30,20,102,133.02,11.54,7.35,151.91
2015-03-07,5,1,102,52,30,20,72,9.12,0.28,13.38,22.78
2015-03-08,6,1,102,52,30,20,76,281.24,23.64,23.76,328.64
2015-03-09,0,0,102,52,30,20,102,220.45,27.97,7.15,255.57
2015-03-10,1,0,103,51,31,21,103,278.8,17.37,6.25,302.42
2015-03-11,2,0,104,53,29,22,104,220.73,26.85,47.55,295.13
2015-03-12,3,0,107,58,28,21,107,138.61,13.18,10.78,162.57000000000002
2015-03-13,4,0,106,57,29,20,106,449.42,29.63,15.75,494.8
2015-03-14,5,1,105,56,29,20,72,189.94,23.82,10.63,224.39
2015-03-15,6,1,105,56,29,20,69,188.84,7.26,13.35,209.45
2015-03-16,0,0,105,55,30,20,105,325.83,23.02,31.45,380.29999999999995
2015-03-17,1,0,103,54,28,21,103,200.24,25.54,20.62,246.4
2015-03-18,2,0,102,53,28,21,102,165.24,13.71,30.05,209.00000000000003
2015-03-19,3,0,102,53,28,21,102,211.36,20.02,8.81,240.19000000000003
2015-03-20,4,0,101,53,27,21,101,262.28,35.4,3.54,301.21999999999997
2015-03-21,5,1,99,52,26,21,68,189.53,10.08,43.8,243.41000000000003
2015-03-22,6,1,99,53,25,21,70,205.23,22.47,34.56,262.26
2015-03-23,0,0,97,53,26,18,97,182.66,13.41,6.45,202.51999999999998
2015-03-24,1,0,98,55,25,18,98,148.33,20.4,14.47,183.20000000000002
2015-03-25,2,0,98,54,24,20,98,112.53,24.19,14.5,151.22
2015-03-26,3,0,99,54,24,21,99,342.94,25.53,21.05,389.52000000000004
2015-03-27,4,0,98,52,26,20,98,172.45,7.99,13.12,193.56
2015-03-28,5,1,96,50,26,20,72,244.49,17.34,5.69,267.52
2015-03-29,6,1,98,51,26,21,68,159.68,17.01,24.91,201.6
2015-03-30,0,0,99,52,27,20,99,169.72,9.02,26.29,205.03
2015-03-31,1,0,99,52,28,19,99,219.24,14.0,19.14,252.38
2015-04-01,2,0,101,54,28,19,101,167.11,17.77,24.34,209.22000000000003
2015-04-02,3,0,102,51,31,20,102,241.28,7.42,19.31,268.01
2015-04-03,4,0,101,51,29,21,101,230.98,35.49,22.23,288.7
2015-04-04,5,1,103,52,30,21,76,219.05,19.14,16.47,254.66
2015-04-05,6,1,100,49,30,21,68,140.87,12.32,13.88,167.07
2015-04-06,0,0,99,49,28,22,99,217.05,12.32,32.29,261.66
2015-04-07,1,0,99,51,27,21,99,164.5,24.23,25.01,213.73999999999998
2015-04-08,2,0,98,48,30,20,98,115.12,30.8,15.86,161.78000000000003
2015-04-09,3,0,103,51,32,20,103,153.82,24.22,4.94,182.98
2015-04-10,4,0,105,51,36,18,105,459.15,15.12,35.08,509.34999999999997
2015-04-11,5,1,104,52,35,17,74,128.9,27.31,39.35,195.56
2015-04-12,6,1,103,52,34,17,67,0.0,0.0,0.0,0.0
2015-04-13,0,0,102,52,33,17,102,171.59,14.13,22.64,208.36
2015-04-14,1,0,99,49,33,17,99,275.75,13.2,16.6,305.55
2015-04-15,2,0,101,51,34,16,101,197.79,43.13,7.55,248.47
2015-04-16,3,0,101,52,33,16,101,208.27,19.73,7.69,235.69
2015-04-17,4,0,102,53,34,15,102,208.05,15.53,27.59,251.17000000000002
2015-04-18,5,1,103,54,34,15,67,141.03,2.38,21.42,164.82999999999998
2015-04-19,6,1,106,56,35,15,76,183.81,6.49,27.57,217.87
2015-04-20,0,0,105,55,36,14,105,265.26,37.8,8.07,311.13
2015-04-21,1,0,105,55,37,13,105,246.26,26.2,15.61,288.07
2015-04-22,2,0,106,55,37,14,106,224.23,10.21,3.93,238.37
2015-04-23,3,0,105,54,38,13,105,199.66,23.59,10.2,233.45
2015-04-24,4,0,104,53,38,13,104,210.74,13.6,25.92,250.26
2015-04-25,5,1,104,53,37,14,75,193.2,7.83,14.01,215.04
2015-04-26,6,1,104,52,35,17,78,196.04,13.53,24.24,233.81
2015-04-27,0,0,106,49,39,18,106,302.6,32.62,9.88,345.1
2015-04-28,1,0,106,49,36,21,106,106.59,23.67,17.61,147.87
2015-04-29,2,0,105,49,35,21,105,190.47,5.42,7.44,203.32999999999998
2015-04-30,3,0,105,47,37,21,105,228.28,20.5,11.87,260.65
2015-05-01,4,0,105,47,37,21,105,77.83,13.03,22.49,113.35
2015-05-02,5,1,105,48,36,21,78,250.73,17.97,20.78,289.48
2015-05-03,6,1,105,49,35,21,77,96.17,8.89,27.48,132.54
2015-05-04,0,0,105,51,33,21,105,253.02,15.7,16.56,285.28000000000003
2015-05-05,1,0,105,51,34,20,105,130.99,17.9,13.54,162.43
2015-05-06,2,0,103,49,34,20,103,276.99,32.78,18.95,328.71999999999997
2015-05-07,3,0,100,46,34,20,100,140.46,11.01,8.41,159.88
2015-05-08,4,0,100,45,36,19,100,106.78,24.96,3.6,135.34
2015-05-09,5,1,100,45,37,18,75,106.8,31.46,12.41,150.67
2015-05-10,6,1,101,45,38,18,75,68.72,8.77,12.27,89.75999999999999
2015-05-11,0,0,99,45,36,18,99,142.01,9.53,11.72,163.26
2015-05-12,1,0,100,44,37,19,100,152.42,41.2,27.69,221.31
2015-05-13,2,0,100,44,35,21,100,189.1,17.9,33.59,240.59
2015-05-14,3,0,99,43,35,21,99,90.1,3.33,11.82,105.25
2015-05-15,4,0,99,43,34,22,99,319.87,25.16,14.67,359.70000000000005
2015-05-16,5,1,100,46,32,22,74,201.32,10.77,21.52,233.61
2015-05-17,6,1,100,47,31,22,73,115.85,0.21,21.77,137.82999999999998
2015-05-18,0,0,100,49,29,22,100,148.06,16.92,29.76,194.74
2015-05-19,1,0,100,50,27,23,100,133.58,21.14,13.75,168.47000000000003
2015-05-20,2,0,102,49,30,23,102,118.02,35.91,25.64,179.57
2015-05-21,3,0,101,48,30,23,101,71.32,15.99,28.24,115.54999999999998
2015-05-22,4,0,101,49,29,23,101,102.06,22.74,13.9,138.7
2015-05-23,5,1,101,50,27,24,67,104.66,26.44,26.97,158.07
2015-05-24,6,1,100,51,25,24,69,94.2,13.75,25.46,133.41
2015-05-25,0,0,100,52,24,24,100,203.99,29.72,46.22,279.93
2015-05-26,1,0,101,51,25,25,101,184.21,30.72,36.57,251.5
2015-05-27,2,0,103,50,29,24,103,166.28,21.03,19.01,206.32
2015-05-28,3,0,105,52,30,23,105,122.29,8.49,26.7,157.48
2015-05-29,4,0,105,52,31,22,105,290.77,17.98,27.76,336.51
2015-05-30,5,1,105,53,31,21,77,128.81,9.81,58.04,196.66
2015-05-31,6,1,105,53,30,22,77,165.57,5.83,12.91,184.31
2015-06-01,0,0,103,52,28,23,103,160.67,34.62,20.99,216.28
2015-06-02,1,0,103,52,29,22,103,166.97,29.2,36.6,232.76999999999998
2015-06-03,2,0,103,53,29,21,103,205.72,24.98,21.72,252.42
2015-06-04,3,0,102,52,29,21,102,131.96,13.89,9.79,155.64000000000001
2015-06-05,4,0,103,53,30,20,103,89.41,17.28,19.37,126.06
2015-06-06,5,1,101,51,30,20,76,81.2,14.35,15.32,110.87
2015-06-07,6,1,100,51,30,19,69,75.7,15.62,24.19,115.51
2015-06-08,0,0,101,52,32,17,101,213.09,27.51,20.61,261.21
2015-06-09,1,0,99,51,32,16,99,174.37,38.41,10.58,223.36
2015-06-10,2,0,100,49,33,18,100,124.28,17.17,17.07,158.51999999999998
2015-06-11,3,0,101,50,33,18,101,258.08,29.38,21.27,308.72999999999996
2015-06-12,4,0,101,51,33,17,101,113.29,6.33,5.23,124.85000000000001
2015-06-13,5,1,101,51,31,19,71,101.93,16.09,9.48,127.50000000000001
2015-06-14,6,1,102,52,32,18,68,64.36,13.71,17.13,95.19999999999999
2015-06-15,0,0,103,53,32,18,103,250.52,24.03,13.4,287.95
2015-06-16,1,0,103,53,32,18,103,136.4,16.24,24.7,177.34
2015-06-17,2,0,103,53,32,18,103,164.48,27.42,13.25,205.14999999999998
2015-06-18,3,0,100,52,30,18,100,159.92,10.49,10.61,181.01999999999998
2015-06-19,4,0,99,51,29,19,99,160.27,35.28,20.66,216.21
2015-06-20,5,1,98,50,29,19,70,128.76,11.52,35.51,175.79
2015-06-21,6,1,98,51,28,19,72,86.47,12.51,34.7,133.68
2015-06-22,0,0,98,52,26,20,98,192.76,0.4,20.06,213.22
2015-06-23,1,0,100,52,28,20,100,125.43,18.98,17.78,162.19
2015-06-24,2,0,100,52,27,21,100,159.38,13.58,15.62,188.58
2015-06-25,3,0,100,52,26,22,100,162.9,12.21,27.73,202.84
2015-06-26,4,0,100,52,27,21,100,195.24,5.98,30.14,231.36
2015-06-27,5,1,99,51,28,20,68,162.38,25.87,28.84,217.09
2015-06-28,6,1,99,51,29,19,64,49.35,0.52,20.59,70.46000000000001
2015-06-29,0,0,99,52,28,19,99,145.95,39.6,21.86,207.40999999999997
2015-06-30,1,0,98,50,30,18,98,233.66,32.72,3.5,269.88
2015-07-01,2,0,97,50,29,18,97,120.27,38.23,30.82,189.32
2015-07-02,3,0,99,52,29,18,99,154.85,8.78,11.2,174.82999999999998
2015-07-03,4,0,98,52,28,18,98,162.95,27.36,20.18,210.49
2015-07-04,5,1,100,52,28,20,69,70.47,4.7,28.79,103.96000000000001
2015-07-05,6,1,101,53,29,19,72,69.58,23.51,19.54,112.63
2015-07-06,0,0,100,52,30,18,100,133.08,20.14,19.8,173.02000000000004
2015-07-07,1,0,100,54,29,17,100,130.95,13.22,15.99,160.16
2015-07-08,2,0,99,52,30,17,99,127.78,15.06,7.02,149.86
2015-07-09,3,0,100,53,29,18,100,217.48,10.5,8.44,236.42
2015-07-10,4,0,100,52,31,17,100,251.09,40.7,18.17,309.96000000000004
2015-07-11,5,1,98,50,32,16,66,196.25,22.86,13.06,232.17000000000002
2015-07-12,6,1,100,53,30,17,72,123.23,12.59,21.3,157.12
2015-07-13,0,0,99,51,32,16,99,147.41,14.69,11.62,173.72
2015-07-14,1,0,100,50,34,16,100,96.77,3.7,1.56,102.03
2015-07-15,2,0,100,50,34,16,100,134.43,15.2,26.45,176.07999999999998
2015-07-16,3,0,100,49,35,16,100,119.23,7.54,27.66,154.43
2015-07-17,4,0,101,49,36,16,101,192.79,8.33,7.29,208.41
2015-07-18,5,1,102,49,36,17,73,123.66,21.51,12.57,157.73999999999998
2015-07-19,6,1,101,49,34,18,71,70.47,2.49,41.3,114.25999999999999
2015-07-20,0,0,101,48,35,18,101,273.44,12.98,20.6,307.02000000000004
2015-07-21,1,0,101,49,34,18,101,95.5,19.55,16.57,131.62
2015-07-22,2,0,99,48,32,19,99,145.75,29.77,35.7,211.22000000000003
2015-07-23,3,0,99,48,31,20,99,93.64,9.55,5.87,109.06
2015-07-24,4,0,102,49,34,19,102,204.74,26.62,22.53,253.89000000000001
2015-07-25,5,1,102,49,34,19,75,113.24,19.93,15.66,148.82999999999998
2015-07-26,6,1,101,50,32,19,68,129.35,11.0,19.42,159.76999999999998
2015-07-27,0,0,102,52,32,18,102,165.08,24.9,26.56,216.54000000000002
2015-07-28,1,0,102,53,31,18,102,105.03,38.3,50.78,194.10999999999999
2015-07-29,2,0,102,51,34,17,102,145.68,22.9,34.84,203.42000000000002
2015-07-30,3,0,103,51,34,18,103,108.08,8.57,11.8,128.45000000000002
2015-07-31,4,0,103,51,34,18,103,162.17,22.67,19.45,204.28999999999996
2015-08-01,5,1,103,50,33,20,72,95.57,35.72,19.61,150.89999999999998
2015-08-02,6,1,102,49,33,20,68,67.94,22.81,19.53,110.28
2015-08-03,0,0,103,49,34,20,103,157.64,11.18,6.22,175.04
2015-08-04,1,0,102,47,34,21,102,159.51,15.89,26.11,201.51
2015-08-05,2,0,101,47,31,23,101,152.5,10.81,22.57,185.88
2015-08-06,3,0,100,45,33,22,100,235.0,34.3,23.13,292.43
2015-08-07,4,0,100,45,33,22,100,148.64,27.06,18.54,194.23999999999998
2015-08-08,5,1,99,46,31,22,73,106.44,12.65,28.16,147.25
2015-08-09,6,1,97,44,31,22,75,103.59,13.64,22.12,139.35
2015-08-10,0,0,99,46,30,23,99,190.6,38.11,15.76,244.46999999999997
2015-08-11,1,0,100,47,30,23,100,122.92,30.59,55.83,209.33999999999997
2015-08-12,2,0,105,49,31,25,105,198.71,31.31,43.31,273.33000000000004
2015-08-13,3,0,104,48,30,26,104,166.06,29.35,40.94,236.35
2015-08-14,4,0,103,48,30,25,103,114.38,15.16,15.3,144.84
2015-08-15,5,1,103,50,29,24,70,166.87,39.21,15.58,221.66000000000003
2015-08-16,6,1,104,50,30,24,79,103.3,9.49,9.13,121.91999999999999
2015-08-17,0,0,104,50,29,25,104,229.22,19.41,40.07,288.7
2015-08-18,1,0,104,49,29,26,104,169.67,51.84,30.81,252.32
2015-08-19,2,0,105,49,29,27,105,195.97,47.68,33.82,277.47
2015-08-20,3,0,104,49,29,26,104,129.01,20.11,17.77,166.89000000000001
2015-08-21,4,0,103,48,29,26,103,235.94,25.27,30.96,292.16999999999996
2015-08-22,5,1,104,46,31,27,75,136.98,18.71,13.73,169.42
2015-08-23,6,1,105,47,31,27,82,154.24,26.3,47.93,228.47000000000003
2015-08-24,0,0,105,47,31,27,105,317.45,25.93,45.42,388.8
2015-08-25,1,0,105,47,32,26,105,162.76,67.31,11.66,241.73
2015-08-26,2,0,105,47,33,25,105,188.18,21.66,14.03,223.87
2015-08-27,3,0,104,45,35,24,104,224.21,23.95,44.12,292.28
2015-08-28,4,0,105,46,35,24,105,104.14,40.92,33.76,178.82
2015-08-29,5,1,105,46,34,25,72,110.64,11.27,52.96,174.87
2015-08-30,6,1,105,49,32,24,79,109.52,10.12,52.91,172.55
2015-08-31,0,0,104,47,35,22,104,266.63,28.19,17.46,312.28
2015-09-01,1,0,105,48,36,21,105,197.51,25.68,34.63,257.82
2015-09-02,2,0,105,48,36,21,105,220.22,29.88,21.38,271.48
2015-09-03,3,0,106,47,38,21,106,131.48,43.2,6.05,180.73000000000002
2015-09-04,4,0,105,47,37,21,105,138.48,26.72,13.68,178.88
2015-09-05,5,1,105,48,35,22,73,97.24,31.74,38.82,167.79999999999998
2015-09-06,6,1,105,48,35,22,72,113.26,21.4,37.25,171.91
2015-09-07,0,0,101,47,31,23,101,219.82,21.36,19.16,260.34000000000003
2015-09-08,1,0,101,46,32,23,101,193.92,11.73,12.47,218.11999999999998
2015-09-09,2,0,102,48,32,22,102,237.72,24.66,8.5,270.88
2015-09-10,3,0,102,48,32,22,102,144.21,55.89,25.99,226.09000000000003
2015-09-11,4,0,103,50,32,21,103,206.39,26.07,47.06,279.52
2015-09-12,5,1,102,49,32,21,73,308.75,16.48,19.29,344.52000000000004
2015-09-13,6,1,101,48,31,22,70,114.39,10.28,31.6,156.27
2015-09-14,0,0,101,48,30,23,101,211.52,43.11,21.74,276.37
2015-09-15,1,0,102,49,29,24,102,162.99,21.62,15.6,200.21
2015-09-16,2,0,99,45,30,24,99,113.25,19.84,2.39,135.48
2015-09-17,3,0,100,46,30,24,100,233.51,8.74,47.14,289.39
2015-09-18,4,0,99,45,30,24,99,107.04,12.79,15.79,135.62
2015-09-19,5,1,99,45,30,24,75,183.55,19.73,32.97,236.25
2015-09-20,6,1,99,46,29,24,70,133.17,41.23,47.09,221.48999999999998
2015-09-21,0,0,98,46,28,24,98,305.99,18.73,9.38,334.1
2015-09-22,1,0,98,47,27,24,98,129.77,27.47,32.82,190.06
2015-09-23,2,0,98,47,27,24,98,223.8,20.26,29.07,273.13
2015-09-24,3,0,97,45,26,26,97,242.86,20.53,15.35,278.74
2015-09-25,4,0,99,46,27,26,99,170.69,34.86,25.37,230.92000000000002
2015-09-26,5,1,98,48,25,25,73,161.87,14.55,61.43,237.85000000000002
2015-09-27,6,1,97,48,25,24,65,45.18,7.18,27.79,80.15
2015-09-28,0,0,98,47,27,24,98,101.77,23.37,5.89,131.03
2015-09-29,1,0,98,46,28,24,98,254.64,22.18,31.0,307.82
2015-09-30,2,0,100,47,26,27,100,149.64,25.01,29.04,203.68999999999997
2015-10-01,3,0,98,44,27,27,98,225.82,4.19,52.2,282.21
2015-10-02,4,0,98,45,26,27,98,246.34,16.69,27.06,290.09000000000003
2015-10-03,5,1,99,45,27,27,73,184.76,20.66,56.16,261.58
2015-10-04,6,1,97,43,27,27,74,288.12,8.26,36.91,333.28999999999996
2015-10-05,0,0,98,42,30,26,98,464.94,34.72,27.19,526.85
2015-10-06,1,0,98,42,30,26,98,277.39,29.34,29.37,336.09999999999997
2015-10-07,2,0,97,43,28,26,97,289.44,24.23,38.48,352.15000000000003
2015-10-08,3,0,98,43,29,26,98,200.96,15.15,45.85,261.96000000000004
2015-10-09,4,0,99,45,28,26,99,185.91,40.06,10.59,236.56
2015-10-10,5,1,101,47,28,26,70,218.24,54.89,31.52,304.65
2015-10-11,6,1,100,47,27,26,71,331.47,22.12,52.97,406.56000000000006
2015-10-12,0,0,101,47,27,27,101,463.36,36.15,51.53,551.04
2015-10-13,1,0,106,50,27,29,106,453.38,18.97,22.44,494.79
2015-10-14,2,0,106,48,28,30,106,270.99,24.08,28.96,324.03
2015-10-15,3,0,105,47,26,32,105,453.57,11.48,31.97,497.02
2015-10-16,4,0,106,47,26,33,106,408.57,7.31,11.15,427.03
2015-10-17,5,1,106,47,26,33,84,417.0,24.45,67.47,508.91999999999996
2015-10-18,6,1,106,48,25,33,76,284.42,10.08,48.34,342.84000000000003
2015-10-19,0,0,105,48,23,34,105,440.22,9.66,80.65,530.5300000000001
2015-10-20,1,0,103,46,25,32,103,308.66,17.31,21.67,347.64000000000004
2015-10-21,2,0,102,45,23,34,102,255.79,30.66,58.33,344.78
2015-10-22,3,0,103,45,23,35,103,240.03,29.25,30.03,299.30999999999995
2015-10-23,4,0,104,46,24,34,104,287.7,11.81,47.32,346.83
2015-10-24,5,1,104,47,23,34,76,345.37,23.15,65.84,434.36
2015-10-25,6,1,104,46,24,34,80,343.53,13.98,21.4,378.90999999999997
2015-10-26,0,0,102,47,22,33,102,365.87,24.83,59.84,450.53999999999996
2015-10-27,1,0,103,48,22,33,103,443.51,23.19,27.75,494.45
2015-10-28,2,0,103,48,23,32,103,228.42,35.11,6.19,269.71999999999997
2015-10-29,3,0,101,44,26,31,101,261.65,26.13,14.8,302.58
2015-10-30,4,0,102,43,29,30,102,338.64,28.62,31.62,398.88
2015-10-31,5,1,102,43,29,30,74,291.32,19.79,33.2,344.31
2015-11-01,6,1,105,46,28,31,74,396.2,36.22,13.9,446.31999999999994
2015-11-02,0,0,105,47,28,30,105,318.94,23.13,26.99,369.06
2015-11-03,1,0,104,46,29,29,104,287.59,17.01,8.6,313.2
2015-11-04,2,0,103,44,30,29,103,417.35,59.52,49.21,526.08
2015-11-05,3,0,103,43,31,29,103,308.62,8.82,24.64,342.08
2015-11-06,4,0,103,42,32,29,103,216.66,16.8,19.5,252.96
2015-11-07,5,1,103,43,30,30,72,331.96,45.94,24.8,402.7
2015-11-08,6,1,100,40,30,30,79,255.96,23.37,37.96,317.28999999999996
2015-11-09,0,0,100,40,30,30,100,270.3,9.67,21.55,301.52000000000004
2015-11-10,1,0,101,41,28,32,101,282.43,27.31,39.85,349.59000000000003
2015-11-11,2,0,101,41,29,31,101,408.69,13.31,58.3,480.3
2015-11-12,3,0,101,42,28,31,101,163.39,37.67,36.75,237.81
2015-11-13,4,0,101,42,29,30,101,147.68,41.2,29.43,218.31
2015-11-14,5,1,102,44,30,28,73,92.1,15.31,28.72,136.13
2015-11-15,6,1,102,44,31,27,81,226.26,23.72,7.62,257.59999999999997
2015-11-16,0,0,103,45,31,27,103,348.1,30.66,30.12,408.88000000000005
2015-11-17,1,0,103,45,30,28,103,412.02,1.85,35.86,449.73
2015-11-18,2,0,102,43,32,27,102,168.4,37.05,34.09,239.54
2015-11-19,3,0,102,42,33,27,102,182.01,74.8,10.66,267.47
2015-11-20,4,0,102,43,33,26,102,173.54,6.29,29.21,209.04
2015-11-21,5,1,103,44,33,26,79,238.69,11.69,22.02,272.4
2015-11-22,6,1,102,42,35,25,77,213.77,19.26,10.29,243.32
2015-11-23,0,0,102,43,34,25,102,466.36,10.09,14.68,491.13
2015-11-24,1,0,104,45,34,25,104,137.68,41.5,23.76,202.94
2015-11-25,2,0,104,46,34,24,104,201.62,35.99,27.36,264.97
2015-11-26,3,0,104,48,32,24,104,176.56,25.83,20.24,222.63
2015-11-27,4,0,103,47,32,24,103,142.75,21.94,3.4,168.09
2015-11-28,5,1,103,48,31,24,71,221.06,9.36,29.62,260.04
2015-11-29,6,1,104,48,34,22,75,212.25,1.43,28.98,242.66
2015-11-30,0,0,103,48,31,24,103,243.73,15.36,35.67,294.76
2015-12-01,1,0,105,53,28,24,105,166.96,11.75,9.55,188.26000000000002
2015-12-02,2,0,105,52,29,24,105,291.47,70.26,4.91,366.64000000000004
2015-12-03,3,0,105,52,27,26,105,394.68,19.59,19.58,433.84999999999997
2015-12-04,4,0,105,53,26,26,105,178.44,29.03,16.34,223.81
2015-12-05,5,1,103,53,25,25,69,163.31,5.91,40.25,209.47
2015-12-06,6,1,103,53,24,26,69,276.57,13.1,28.89,318.56
2015-12-07,0,0,101,51,23,27,101,176.25,16.62,16.16,209.03
2015-12-08,1,0,102,52,23,27,102,278.12,23.17,10.64,311.93
2015-12-09,2,0,102,53,22,27,102,282.56,45.13,17.67,345.36
2015-12-10,3,0,104,54,22,28,104,222.35,26.06,64.72,313.13
2015-12-11,4,0,104,54,24,26,104,159.14,25.02,30.96,215.12
2015-12-12,5,1,101,52,27,22,75,214.52,12.34,27.55,254.41000000000003
2015-12-13,6,1,100,52,26,22,73,135.82,13.25,41.8,190.87
2015-12-14,0,0,99,51,26,22,99,247.82,31.35,22.8,301.97
2015-12-15,1,0,98,50,26,22,98,272.52,7.89,22.45,302.85999999999996
2015-12-16,2,0,98,50,26,22,98,275.05,27.88,28.88,331.81
2015-12-17,3,0,95,49,25,21,95,155.8,17.06,37.74,210.60000000000002
2015-12-18,4,0,100,55,24,21,100,179.49,29.75,17.79,227.03
2015-12-19,5,1,101,56,23,22,65,1.52,0.0,0.26,1.78
2015-12-20,6,1,100,56,22,22,74,209.23,7.69,13.07,229.98999999999998
2015-12-21,0,0,99,55,22,22,99,354.92,34.3,21.58,410.8
2015-12-22,1,0,97,53,21,23,97,310.42,14.05,25.53,350.0
2015-12-23,2,0,97,53,19,25,97,189.77,8.24,17.28,215.29000000000002
2015-12-24,3,0,98,53,19,26,98,184.44,12.89,37.88,235.20999999999998
2015-12-25,4,0,98,54,18,26,98,133.54,69.56,3.01,206.10999999999999
