fecha,dia_semana,es_fin_de_semana,n_total,n_low,n_medium,n_high,n_presentes,N02BE_demand,N05B_demand,M01AB_demand,total_demand,nombre_dia,mes,N02BE_demand_lag1,N02BE_demand_lag7,N02BE_demand_rolling7,N05B_demand_lag1,N05B_demand_lag7,N05B_demand_rolling7,M01AB_demand_lag1,M01AB_demand_lag7,M01AB_demand_rolling7
2015-02-19,3,0,100,56,25,19,100,243.38,5.52,6.46,255.36,Jueves,2,240.95,166.37,215.42857142857142,10.32,27.06,15.538571428571428,3.68,9.71,15.531428571428572
2015-02-20,4,0,100,52,28,20,100,178.31,13.3,21.0,212.61,Viernes,2,243.38,204.0,211.75857142857143,5.52,25.95,13.73142857142857,6.46,18.29,15.918571428571429
2015-02-21,5,1,101,55,26,20,75,286.77,22.49,10.5,319.76,Sabado,2,178.31,126.76,234.61714285714285,13.3,32.05,12.365714285714285,21.0,12.85,15.582857142857145
2015-02-22,6,1,101,55,26,20,67,223.55,15.67,8.14,247.36,Domingo,2,286.77,179.17,240.95714285714286,22.49,16.81,12.202857142857143,10.5,39.87,11.049999999999999
2015-02-23,0,0,100,55,24,21,100,372.03,22.65,21.55,416.23,Lunes,2,223.55,271.3,255.34714285714284,15.67,11.43,13.805714285714284,8.14,9.72,12.74
2015-02-24,1,0,100,54,25,21,100,147.63,29.2,15.7,192.53,Martes,2,372.03,242.44,241.80285714285714,22.65,6.69,17.02142857142857,21.55,17.85,12.432857142857143
2015-02-25,2,0,100,54,25,21,100,164.75,21.5,29.12,215.37,Miercoles,2,147.63,240.95,230.91714285714286,29.2,10.32,18.618571428571425,15.7,3.68,16.06714285714286
2015-02-26,3,0,98,50,26,22,98,241.4,34.18,26.63,302.21,Jueves,2,164.75,243.38,230.63428571428568,21.5,5.52,22.712857142857143,29.12,6.46,18.948571428571427
2015-02-27,4,0,100,51,28,21,100,339.02,1.97,25.93,366.92,Viernes,2,241.4,178.31,253.59285714285716,34.18,13.3,21.094285714285714,26.63,21.0,19.65285714285714
2015-02-28,5,1,98,49,29,20,67,118.76,22.17,25.45,166.38,Sabado,2,339.02,286.77,229.5914285714286,1.97,22.49,21.048571428571428,25.93,10.5,21.788571428571426
2015-03-01,6,1,99,50,28,21,67,118.55,7.19,37.84,163.57999999999998,Domingo,3,118.76,223.55,214.5914285714286,22.17,15.67,19.837142857142855,25.45,8.14,26.031428571428574
2015-03-02,0,0,101,51,30,20,101,276.25,17.05,27.01,320.31,Lunes,3,118.55,372.03,200.90857142857143,7.19,22.65,19.03714285714286,37.84,21.55,26.81142857142857
2015-03-03,1,0,102,52,30,20,102,311.98,38.49,32.02,382.49,Martes,3,276.25,147.63,224.38714285714286,17.05,29.2,20.364285714285717,27.01,15.7,29.142857142857142
2015-03-04,2,0,101,51,32,18,101,317.37,11.79,34.62,363.78,Miercoles,3,311.98,164.75,246.19,38.49,21.5,18.97714285714286,32.02,29.12,29.928571428571427
2015-03-05,3,0,102,53,31,18,102,239.49,5.0,21.6,266.09000000000003,Jueves,3,317.37,241.4,245.91714285714286,11.79,34.18,14.808571428571428,34.62,26.63,29.210000000000004
2015-03-06,4,0,102,52,30,20,102,133.02,11.54,7.35,151.91,Viernes,3,239.49,339.02,216.48857142857145,5.0,1.97,16.175714285714285,21.6,25.93,26.555714285714288
2015-03-07,5,1,102,52,30,20,72,9.12,0.28,13.38,22.78,Sabado,3,133.02,118.76,200.82571428571427,11.54,22.17,13.04857142857143,7.35,25.45,24.831428571428575
2015-03-08,6,1,102,52,30,20,76,281.24,23.64,23.76,328.64,Domingo,3,9.12,118.55,224.06714285714287,0.28,7.19,15.39857142857143,13.38,37.84,22.82
2015-03-09,0,0,102,52,30,20,102,220.45,27.97,7.15,255.57,Lunes,3,281.24,276.25,216.0957142857143,23.64,17.05,16.958571428571428,23.76,27.01,19.982857142857142
2015-03-10,1,0,103,51,31,21,103,278.8,17.37,6.25,302.42,Martes,3,220.45,311.98,211.3557142857143,27.97,38.49,13.941428571428572,7.15,32.02,16.30142857142857
2015-03-11,2,0,104,53,29,22,104,220.73,26.85,47.55,295.13,Miercoles,3,278.8,317.37,197.55,17.37,11.79,16.092857142857145,6.25,34.62,18.14857142857143
2015-03-12,3,0,107,58,28,21,107,138.61,13.18,10.78,162.57000000000002,Jueves,3,220.73,239.49,183.13857142857142,26.85,5.0,17.261428571428574,47.55,21.6,16.602857142857143
2015-03-13,4,0,106,57,29,20,106,427.59875,29.63,15.75,494.8,Viernes,3,138.61,133.02,225.22125,13.18,11.54,19.845714285714287,10.78,7.35,17.802857142857142
2015-03-14,5,1,105,56,29,20,72,189.94,23.82,10.63,224.39,Sabado,3,427.59875,9.12,251.05267857142854,29.63,0.28,23.208571428571428,15.75,13.38,17.41
2015-03-15,6,1,105,56,29,20,69,188.84,7.26,13.35,209.45,Domingo,3,189.94,281.24,237.85267857142858,23.82,23.64,20.868571428571425,10.63,23.76,15.922857142857142
2015-03-16,0,0,105,55,30,20,105,325.83,23.02,31.45,380.3,Lunes,3,188.84,220.45,252.9069642857143,7.26,27.97,20.16142857142857,13.35,7.15,19.39428571428571
2015-03-17,1,0,103,54,28,21,103,200.24,25.54,20.62,246.4,Martes,3,325.83,278.8,241.68410714285713,23.02,17.37,21.32857142857143,31.45,6.25,21.447142857142858
2015-03-18,2,0,102,53,28,21,102,165.24,13.71,30.05,209.00000000000003,Miercoles,3,200.24,220.73,233.75696428571428,25.54,26.85,19.451428571428572,20.62,47.55,18.947142857142858
2015-03-19,3,0,102,53,28,21,102,211.36,20.02,8.81,240.19000000000003,Jueves,3,165.24,138.61,244.1498214285714,13.71,13.18,20.428571428571427,30.05,10.78,18.665714285714284
2015-03-20,4,0,101,53,27,21,101,262.28,35.4,3.54,301.22,Viernes,3,211.36,427.59875,220.53285714285715,20.02,29.63,21.252857142857142,8.81,15.75,16.92142857142857
2015-03-21,5,1,99,52,26,21,68,189.53,10.08,43.8,243.41000000000005,Sabado,3,262.28,189.94,220.47428571428574,35.4,23.82,19.29,3.54,10.63,21.66
2015-03-22,6,1,99,53,25,21,70,205.23,22.47,34.56,262.26,Domingo,3,189.53,188.84,222.81571428571428,10.08,7.26,21.462857142857143,43.8,13.35,24.69
2015-03-23,0,0,97,53,26,18,97,182.66,13.41,6.45,202.52,Lunes,3,205.23,325.83,202.36285714285714,22.47,23.02,20.09,34.56,31.45,21.118571428571425
2015-03-24,1,0,98,55,25,18,98,148.33,20.4,14.47,183.2,Martes,3,182.66,200.24,194.94714285714286,13.41,25.54,19.35571428571428,6.45,20.62,20.240000000000002
2015-03-25,2,0,98,54,24,20,98,112.53,24.19,14.5,151.22,Miercoles,3,148.33,165.24,187.41714285714286,20.4,13.71,20.85285714285714,14.47,30.05,18.018571428571427
2015-03-26,3,0,99,54,24,21,99,342.94,25.53,21.05,389.52,Jueves,3,112.53,211.36,206.21428571428572,24.19,20.02,21.639999999999997,14.5,8.81,19.767142857142858
2015-03-27,4,0,98,52,26,20,98,172.45,7.99,13.12,193.56,Viernes,3,342.94,262.28,193.3814285714286,25.53,35.4,17.724285714285713,21.05,3.54,21.13571428571429
2015-03-28,5,1,96,50,26,20,72,244.49,17.34,5.69,267.52,Sabado,3,172.45,189.53,201.2328571428571,7.99,10.08,18.76142857142857,13.12,43.8,15.691428571428572
2015-03-29,6,1,98,51,26,21,68,159.68,17.01,24.91,201.6,Domingo,3,244.49,205.23,194.7257142857143,17.34,22.47,17.981428571428573,5.69,34.56,14.312857142857142
2015-03-30,0,0,99,52,27,20,99,169.72,9.02,26.29,205.03,Lunes,3,159.68,182.66,192.87714285714287,17.01,13.41,17.354285714285716,24.91,6.45,17.147142857142857
2015-03-31,1,0,99,52,28,19,99,219.24,14.0,19.14,252.38,Martes,3,169.72,148.33,203.00714285714284,9.02,20.4,16.44,26.29,14.47,17.814285714285713
2015-04-01,2,0,101,54,28,19,101,167.11,17.77,24.34,209.22000000000003,Miercoles,4,219.24,112.53,210.8042857142857,14.0,24.19,15.522857142857143,19.14,14.5,19.22
2015-04-02,3,0,102,51,31,20,102,241.28,7.42,19.31,268.01,Jueves,4,167.11,342.94,196.28142857142862,17.77,25.53,12.935714285714285,24.34,21.05,18.97142857142857
2015-04-03,4,0,101,51,29,21,101,230.98,35.49,22.23,288.7,Viernes,4,241.28,172.45,204.64285714285714,7.42,7.99,16.864285714285717,19.31,13.12,20.27285714285714
2015-04-04,5,1,103,52,30,21,76,219.05,19.14,16.47,254.66,Sabado,4,230.98,244.49,201.00857142857146,35.49,17.34,17.12142857142857,22.23,5.69,21.812857142857144
2015-04-05,6,1,100,49,30,21,68,140.87,12.32,13.88,167.07,Domingo,4,219.05,159.68,198.32142857142858,19.14,17.01,16.451428571428572,16.47,24.91,20.237142857142857
2015-04-06,0,0,99,49,28,22,99,217.05,12.32,32.29,261.66,Lunes,4,140.87,169.72,205.08285714285714,12.32,9.02,16.922857142857143,13.88,26.29,21.094285714285714
2015-04-07,1,0,99,51,27,21,99,164.5,24.23,25.01,213.74,Martes,4,217.05,219.24,197.26285714285714,12.32,14.0,18.384285714285713,32.29,19.14,21.93285714285714
2015-04-08,2,0,98,48,30,20,98,115.12,30.8,15.86,161.78000000000003,Miercoles,4,164.5,167.11,189.83571428571432,24.23,17.77,20.245714285714286,25.01,24.34,20.72142857142857
2015-04-09,3,0,103,51,32,20,103,153.82,24.22,4.94,182.98,Jueves,4,115.12,241.28,177.3414285714286,30.8,7.42,22.645714285714284,15.86,19.31,18.66857142857143
2015-04-10,4,0,105,51,36,18,105,427.59875,15.12,35.08,509.35,Viernes,4,153.82,230.98,205.42982142857142,24.22,35.49,19.735714285714288,4.94,22.23,20.504285714285714
2015-04-11,5,1,104,52,35,17,74,128.9,27.31,39.35,195.56,Sabado,4,427.59875,219.05,192.55125,15.12,19.14,20.90285714285714,35.08,16.47,23.77285714285714
2015-04-12,6,1,103,52,34,17,67,0.0,0.0,0.0,0.0,Domingo,4,128.9,140.87,172.4269642857143,27.31,12.32,19.142857142857142,39.35,13.88,21.79
2015-04-13,0,0,102,52,33,17,102,171.59,14.13,22.64,208.36,Lunes,4,0.0,217.05,165.93267857142857,0.0,12.32,19.40142857142857,0.0,32.29,20.41142857142857
2015-04-14,1,0,99,49,33,17,99,275.75,13.2,16.6,305.55,Martes,4,171.59,164.5,181.8255357142857,14.13,24.23,17.825714285714287,22.64,25.01,19.21
2015-04-15,2,0,101,51,34,16,101,197.79,43.13,7.55,248.47,Miercoles,4,275.75,115.12,193.6355357142857,13.2,30.8,19.587142857142855,16.6,15.86,18.02285714285714
2015-04-16,3,0,101,52,33,16,101,208.27,19.73,7.69,235.69,Jueves,4,197.79,153.82,201.41410714285712,43.13,24.22,18.945714285714285,7.55,4.94,18.415714285714284
2015-04-17,4,0,102,53,34,15,102,208.05,15.53,27.59,251.17,Viernes,4,208.27,427.59875,170.04999999999998,19.73,15.12,19.004285714285714,7.69,35.08,17.345714285714287
2015-04-18,5,1,103,54,34,15,67,141.03,2.38,21.42,164.82999999999998,Sabado,4,208.05,128.9,171.78285714285715,15.53,27.31,15.442857142857141,27.59,39.35,14.784285714285714
2015-04-19,6,1,106,56,35,15,76,183.81,6.49,27.57,217.87,Domingo,4,141.03,0.0,198.04142857142855,2.38,0.0,16.37,21.42,0.0,18.722857142857144
2015-04-20,0,0,105,55,36,14,105,265.26,37.8,8.07,311.13,Lunes,4,183.81,171.59,211.42285714285714,6.49,14.13,19.75142857142857,27.57,22.64,16.64142857142857
2015-04-21,1,0,105,55,37,13,105,246.26,26.2,15.61,288.07,Martes,4,265.26,275.75,207.21,37.8,13.2,21.608571428571427,8.07,16.6,16.5
2015-04-22,2,0,106,55,37,14,106,224.23,10.21,3.93,238.37,Miercoles,4,246.26,197.79,210.98714285714286,26.2,43.13,16.905714285714286,15.61,7.55,15.982857142857144
2015-04-23,3,0,105,54,38,13,105,199.66,23.59,10.2,233.45,Jueves,4,224.23,208.27,209.7571428571429,10.21,19.73,17.45714285714286,3.93,7.69,16.341428571428573
2015-04-24,4,0,104,53,38,13,104,210.74,13.6,25.92,250.26,Viernes,4,199.66,208.05,210.14142857142855,23.59,15.53,17.181428571428572,10.2,27.59,16.102857142857143
2015-04-25,5,1,104,53,37,14,75,193.2,7.83,14.01,215.04,Sabado,4,210.74,141.03,217.5942857142857,13.6,2.38,17.96,25.92,21.42,15.044285714285715
2015-04-26,6,1,104,52,35,17,78,196.04,13.53,24.24,233.81,Domingo,4,193.2,183.81,219.34142857142857,7.83,6.49,18.965714285714284,14.01,27.57,14.56857142857143
2015-04-27,0,0,106,49,39,18,106,302.6,32.62,9.88,345.1,Lunes,4,196.04,265.26,224.6757142857143,13.53,37.8,18.225714285714286,24.24,8.07,14.827142857142857
2015-04-28,1,0,106,49,36,21,106,106.59,23.67,17.61,147.87,Martes,4,302.6,246.26,204.72285714285712,32.62,26.2,17.864285714285714,9.88,15.61,15.112857142857141
2015-04-29,2,0,105,49,35,21,105,190.47,5.42,7.44,203.33,Miercoles,4,106.59,224.23,199.9,23.67,10.21,17.18,17.61,3.93,15.614285714285714
2015-04-30,3,0,105,47,37,21,105,228.28,20.5,11.87,260.65,Jueves,4,190.47,199.66,203.98857142857142,5.42,23.59,16.73857142857143,7.44,10.2,15.852857142857143
2015-05-01,4,0,105,47,37,21,105,77.83,13.03,22.49,113.35,Viernes,5,228.28,210.74,185.00142857142856,20.5,13.6,16.65714285714286,11.87,25.92,15.362857142857141
2015-05-02,5,1,105,48,36,21,78,250.73,17.97,20.78,289.48,Sabado,5,77.83,193.2,193.22,13.03,7.83,18.10571428571429,22.49,14.01,16.330000000000002
2015-05-03,6,1,105,49,35,21,77,96.17,8.89,27.48,132.54,Domingo,5,250.73,196.04,178.95285714285714,17.97,13.53,17.442857142857143,20.78,24.24,16.79285714285714
2015-05-04,0,0,105,51,33,21,105,253.02,15.7,16.56,285.28000000000003,Lunes,5,96.17,302.6,171.86999999999998,8.89,32.62,15.025714285714287,27.48,9.88,17.747142857142858
2015-05-05,1,0,105,51,34,20,105,130.99,17.9,13.54,162.43,Martes,5,253.02,106.59,175.3557142857143,15.7,23.67,14.20142857142857,16.56,17.61,17.165714285714284
2015-05-06,2,0,103,49,34,20,103,276.99,32.78,18.95,328.72,Miercoles,5,130.99,190.47,187.71571428571428,17.9,5.42,18.11,13.54,7.44,18.81
2015-05-07,3,0,100,46,34,20,100,140.46,11.01,8.41,159.88,Jueves,5,276.99,228.28,175.17000000000002,32.78,20.5,16.754285714285714,18.95,11.87,18.315714285714286
2015-05-08,4,0,100,45,36,19,100,106.78,24.96,3.6,135.34,Viernes,5,140.46,77.83,179.30571428571426,11.01,13.03,18.458571428571425,8.41,22.49,15.617142857142856
2015-05-09,5,1,100,45,37,18,75,106.8,31.46,12.41,150.67,Sabado,5,106.78,250.73,158.74428571428572,24.96,17.97,20.385714285714283,3.6,20.78,14.421428571428569
2015-05-10,6,1,101,45,38,18,75,68.72,8.77,12.27,89.75999999999999,Domingo,5,106.8,96.17,154.82285714285715,31.46,8.89,20.368571428571432,12.41,27.48,12.248571428571427
2015-05-11,0,0,99,45,36,18,99,142.01,9.53,11.72,163.26,Lunes,5,68.72,253.02,138.96428571428572,8.77,15.7,19.487142857142857,12.27,16.56,11.557142857142859
2015-05-12,1,0,100,44,37,19,100,152.42,41.2,27.69,221.31,Martes,5,142.01,130.99,142.0257142857143,9.53,17.9,22.815714285714286,11.72,13.54,13.578571428571431
2015-05-13,2,0,100,44,35,21,100,189.1,17.9,33.59,240.59,Miercoles,5,152.42,276.99,129.47,41.2,32.78,20.689999999999998,27.69,18.95,15.670000000000002
2015-05-14,3,0,99,43,35,21,99,90.1,3.33,11.82,105.25,Jueves,5,189.1,140.46,122.27571428571427,17.9,11.01,19.592857142857145,33.59,8.41,16.157142857142855
2015-05-15,4,0,99,43,34,22,99,319.87,25.16,14.67,359.70000000000005,Viernes,5,90.1,106.78,152.71714285714285,3.33,24.96,19.62142857142857,11.82,3.6,17.73857142857143
2015-05-16,5,1,100,46,32,22,74,201.32,10.77,21.52,233.61,Sabado,5,319.87,106.8,166.22,25.16,31.46,16.665714285714284,14.67,12.41,19.04
2015-05-17,6,1,100,47,31,22,73,115.85,0.21,21.77,137.82999999999998,Domingo,5,201.32,68.72,172.9528571428571,10.77,8.77,15.442857142857141,21.52,12.27,20.397142857142857
2015-05-18,0,0,100,49,29,22,100,148.06,16.92,29.76,194.74,Lunes,5,115.85,142.01,173.81714285714284,0.21,9.53,16.498571428571427,21.77,11.72,22.974285714285717
2015-05-19,1,0,100,50,27,23,100,133.58,21.14,13.75,168.47000000000003,Martes,5,148.06,152.42,171.1257142857143,16.92,41.2,13.632857142857143,29.76,27.69,20.982857142857146
2015-05-20,2,0,102,49,30,23,102,118.02,35.91,25.64,179.57,Miercoles,5,133.58,189.1,160.97142857142856,21.14,17.9,16.205714285714286,13.75,33.59,19.84714285714286
2015-05-21,3,0,101,48,30,23,101,71.32,15.99,28.24,115.54999999999998,Jueves,5,118.02,90.1,158.28857142857143,35.91,3.33,18.014285714285712,25.64,11.82,22.192857142857143
2015-05-22,4,0,101,49,29,23,101,102.06,22.74,13.9,138.7,Viernes,5,71.32,319.87,127.17285714285715,15.99,25.16,17.66857142857143,28.24,14.67,22.08285714285714
2015-05-23,5,1,101,50,27,24,67,104.66,26.44,26.97,158.07,Sabado,5,102.06,201.32,113.36428571428573,22.74,10.77,19.907142857142855,13.9,21.52,22.861428571428572
2015-05-24,6,1,100,51,25,24,69,94.2,13.75,25.46,133.41,Domingo,5,104.66,115.85,110.27142857142859,26.44,0.21,21.84142857142857,26.97,21.77,23.388571428571428
2015-05-25,0,0,100,52,24,24,100,203.99,29.72,46.22,279.93,Lunes,5,94.2,148.06,118.26142857142857,13.75,16.92,23.669999999999998,25.46,29.76,25.740000000000002
2015-05-26,1,0,101,51,25,25,101,184.21,30.72,36.57,251.5,Martes,5,203.99,133.58,125.49428571428572,29.72,21.14,25.038571428571426,46.22,13.75,29.0
2015-05-27,2,0,103,50,29,24,103,166.28,21.03,19.01,206.32,Miercoles,5,184.21,118.02,132.38857142857142,30.72,35.91,22.912857142857145,36.57,25.64,28.052857142857142
2015-05-28,3,0,105,52,30,23,105,122.29,8.49,26.7,157.48,Jueves,5,166.28,71.32,139.67000000000002,21.03,15.99,21.841428571428573,19.01,28.24,27.832857142857144
2015-05-29,4,0,105,52,31,22,105,290.77,17.98,27.76,336.51,Viernes,5,122.29,102.06,166.62857142857143,8.49,22.74,21.16142857142857,26.7,13.9,29.812857142857144
2015-05-30,5,1,105,53,31,21,77,128.81,9.81,57.64375,196.66,Sabado,5,290.77,104.66,170.07857142857145,17.98,26.44,18.785714285714285,27.76,26.97,34.19482142857143
2015-05-31,6,1,105,53,30,22,77,165.57,5.83,12.91,184.31,Domingo,5,128.81,94.2,180.27428571428572,9.81,13.75,17.654285714285713,57.64375,25.46,32.401964285714286
2015-06-01,0,0,103,52,28,23,103,160.67,34.62,20.99,216.28,Lunes,6,165.57,203.99,174.08571428571432,5.83,29.72,18.354285714285712,12.91,46.22,28.797678571428573
2015-06-02,1,0,103,52,29,22,103,166.97,29.2,36.6,232.77,Martes,6,160.67,184.21,171.62285714285716,34.62,30.72,18.137142857142855,20.99,36.57,28.801964285714288
2015-06-03,2,0,103,53,29,21,103,205.72,24.98,21.72,252.42,Miercoles,6,166.97,166.28,177.25714285714284,29.2,21.03,18.701428571428572,36.6,19.01,29.189107142857143
2015-06-04,3,0,102,52,29,21,102,131.96,13.89,9.79,155.64,Jueves,6,205.72,122.29,178.63857142857142,24.98,8.49,19.472857142857144,21.72,26.7,26.773392857142856
2015-06-05,4,0,103,53,30,20,103,89.41,17.28,19.37,126.06,Viernes,6,131.96,290.77,149.87285714285713,13.89,17.98,19.372857142857146,9.79,27.76,25.57482142857143
2015-06-06,5,1,101,51,30,20,76,81.2,14.35,15.32,110.87,Sabado,6,89.41,128.81,143.07142857142858,17.28,9.81,20.021428571428572,19.37,57.64375,19.52857142857143
2015-06-07,6,1,100,51,30,19,69,75.7,15.62,24.19,115.51,Domingo,6,81.2,165.57,130.23285714285714,14.35,5.83,21.419999999999998,15.32,12.91,21.140000000000004
2015-06-08,0,0,101,52,32,17,101,213.09,27.51,20.61,261.21,Lunes,6,75.7,160.67,137.7214285714286,15.62,34.62,20.404285714285717,24.19,20.99,21.085714285714285
2015-06-09,1,0,99,51,32,16,99,174.37,38.41,10.58,223.36,Martes,6,213.09,166.97,138.77857142857144,27.51,29.2,21.720000000000002,20.61,36.6,17.36857142857143
2015-06-10,2,0,100,49,33,18,100,124.28,17.17,17.07,158.51999999999998,Miercoles,6,174.37,205.72,127.14428571428572,38.41,24.98,20.604285714285716,10.58,21.72,16.704285714285714
2015-06-11,3,0,101,50,33,18,101,258.08,29.38,21.27,308.73,Jueves,6,124.28,131.96,145.16142857142856,17.17,13.89,22.817142857142862,17.07,9.79,18.344285714285714
2015-06-12,4,0,101,51,33,17,101,113.29,6.33,5.23,124.85,Viernes,6,258.08,89.41,148.57285714285715,29.38,17.28,21.252857142857142,21.27,19.37,16.324285714285715
2015-06-13,5,1,101,51,31,19,71,101.93,16.09,9.48,127.5,Sabado,6,113.29,81.2,151.53428571428572,6.33,14.35,21.50142857142857,5.23,15.32,15.489999999999998
2015-06-14,6,1,102,52,32,18,68,64.36,13.71,17.13,95.2,Domingo,6,101.93,75.7,149.91428571428574,16.09,15.62,21.228571428571428,9.48,24.19,14.481428571428571
2015-06-15,0,0,103,53,32,18,103,250.52,24.03,13.4,287.95,Lunes,6,64.36,213.09,155.26142857142855,13.71,27.51,20.731428571428573,17.13,20.61,13.45142857142857
2015-06-16,1,0,103,53,32,18,103,136.4,16.24,24.7,177.34,Martes,6,250.52,174.37,149.83714285714285,24.03,38.41,17.564285714285713,13.4,10.58,15.468571428571428
2015-06-17,2,0,103,53,32,18,103,164.48,27.42,13.25,205.15,Miercoles,6,136.4,124.28,155.57999999999998,16.24,17.17,19.02857142857143,24.7,17.07,14.922857142857143
2015-06-18,3,0,100,52,30,18,100,159.92,10.49,10.61,181.02,Jueves,6,164.48,258.08,141.55714285714288,27.42,29.38,16.330000000000002,13.25,21.27,13.4
2015-06-19,4,0,99,51,29,19,99,160.27,35.28,20.66,216.21,Viernes,6,159.92,113.29,148.26857142857145,10.49,6.33,20.465714285714284,10.61,5.23,15.604285714285712
2015-06-20,5,1,98,50,29,19,70,128.76,11.52,35.51,175.79,Sabado,6,160.27,101.93,152.10142857142858,35.28,16.09,19.812857142857144,20.66,9.48,19.322857142857142
2015-06-21,6,1,98,51,28,19,72,86.47,12.51,34.7,133.68,Domingo,6,128.76,64.36,155.26,11.52,13.71,19.64142857142857,35.51,17.13,21.832857142857144
2015-06-22,0,0,98,52,26,20,98,192.76,0.4,20.06,213.22,Lunes,6,86.47,250.52,147.00857142857143,12.51,24.03,16.265714285714285,34.7,13.4,22.784285714285716
2015-06-23,1,0,100,52,28,20,100,125.43,18.98,17.78,162.19,Martes,6,192.76,136.4,145.44142857142856,0.4,16.24,16.657142857142855,20.06,24.7,21.79571428571429
2015-06-24,2,0,100,52,27,21,100,159.38,13.58,15.62,188.58,Miercoles,6,125.43,164.48,144.71285714285713,18.98,27.42,14.679999999999998,17.78,13.25,22.134285714285713
2015-06-25,3,0,100,52,26,22,100,162.9,12.21,27.73,202.84,Jueves,6,159.38,159.92,145.13857142857142,13.58,10.49,14.925714285714287,15.62,10.61,24.580000000000002
2015-06-26,4,0,100,52,27,21,100,195.24,5.98,30.14,231.36,Viernes,6,162.9,160.27,150.1342857142857,12.21,35.28,10.74,27.73,20.66,25.934285714285718
2015-06-27,5,1,99,51,28,20,68,162.38,25.87,28.84,217.09,Sabado,6,195.24,128.76,154.93714285714285,5.98,11.52,12.790000000000001,30.14,35.51,24.981428571428573
2015-06-28,6,1,99,51,29,19,64,49.35,0.52,20.59,70.46000000000001,Domingo,6,162.38,86.47,149.6342857142857,25.87,12.51,11.077142857142858,28.84,34.7,22.965714285714284
2015-06-29,0,0,99,52,28,19,99,145.95,39.6,21.86,207.41,Lunes,6,49.35,192.76,142.94714285714286,0.52,0.4,16.677142857142858,20.59,20.06,23.222857142857144
2015-06-30,1,0,98,50,30,18,98,233.66,32.72,3.5,269.88,Martes,6,145.95,125.43,158.40857142857143,39.6,18.98,18.640000000000004,21.86,17.78,21.18285714285714
2015-07-01,2,0,97,50,29,18,97,120.27,38.23,30.82,189.32,Miercoles,7,233.66,159.38,152.82142857142858,32.72,13.58,22.16142857142857,3.5,15.62,23.354285714285712
2015-07-02,3,0,99,52,29,18,99,154.85,8.78,11.2,174.82999999999998,Jueves,7,120.27,162.9,151.67142857142855,38.23,12.21,21.67142857142857,30.82,27.73,20.99285714285714
2015-07-03,4,0,98,52,28,18,98,162.95,27.36,20.18,210.49,Viernes,7,154.85,195.24,147.0585714285714,8.78,5.98,24.725714285714286,11.2,30.14,19.57
2015-07-04,5,1,100,52,28,20,69,70.47,4.7,28.79,103.96,Sabado,7,162.95,162.38,133.92857142857142,27.36,25.87,21.701428571428572,20.18,28.84,19.562857142857144
2015-07-05,6,1,101,53,29,19,72,69.58,23.51,19.54,112.63,Domingo,7,70.47,49.35,136.81857142857143,4.7,0.52,24.985714285714288,28.79,20.59,19.412857142857142
2015-07-06,0,0,100,52,30,18,100,133.08,20.14,19.8,173.02000000000004,Lunes,7,69.58,145.95,134.98,23.51,39.6,22.205714285714286,19.54,21.86,19.118571428571432
2015-07-07,1,0,100,54,29,17,100,130.95,13.22,15.99,160.16,Martes,7,133.08,233.66,120.30714285714285,20.14,32.72,19.419999999999998,19.8,3.5,20.90285714285714
2015-07-08,2,0,99,52,30,17,99,127.78,15.06,7.02,149.86,Miercoles,7,130.95,120.27,121.38,13.22,38.23,16.110000000000003,15.99,30.82,17.502857142857142
2015-07-09,3,0,100,53,29,18,100,217.48,10.5,8.44,236.42,Jueves,7,127.78,154.85,130.32714285714286,15.06,8.78,16.35571428571429,7.02,11.2,17.108571428571427
2015-07-10,4,0,100,52,31,17,100,251.09,40.7,18.17,309.96000000000004,Viernes,7,217.48,162.95,142.91857142857143,10.5,27.36,18.261428571428574,8.44,20.18,16.821428571428573
2015-07-11,5,1,98,50,32,16,66,196.25,22.86,13.06,232.17,Sabado,7,251.09,70.47,160.88714285714286,40.7,4.7,20.85571428571429,18.17,28.79,14.574285714285713
2015-07-12,6,1,100,53,30,17,72,123.23,12.59,21.3,157.12,Domingo,7,196.25,69.58,168.5514285714286,22.86,23.51,19.29571428571429,13.06,19.54,14.825714285714286
2015-07-13,0,0,99,51,32,16,99,147.41,14.69,11.62,173.72,Lunes,7,123.23,133.08,170.59857142857143,12.59,20.14,18.517142857142858,21.3,19.8,13.657142857142857
2015-07-14,1,0,100,50,34,16,100,96.77,3.7,1.56,102.03,Martes,7,147.41,130.95,165.7157142857143,14.69,13.22,17.157142857142855,11.62,15.99,11.595714285714285
2015-07-15,2,0,100,50,34,16,100,134.43,15.2,26.45,176.07999999999998,Miercoles,7,96.77,127.78,166.66571428571427,3.7,15.06,17.177142857142858,1.56,7.02,14.371428571428572
2015-07-16,3,0,100,49,35,16,100,119.23,7.54,27.66,154.43,Jueves,7,134.43,217.48,152.63000000000002,15.2,10.5,16.754285714285718,26.45,8.44,17.11714285714286
2015-07-17,4,0,101,49,36,16,101,192.79,8.33,7.29,208.41,Viernes,7,119.23,251.09,144.30142857142854,7.54,40.7,12.13,27.66,18.17,15.562857142857144
2015-07-18,5,1,102,49,36,17,73,123.66,21.51,12.57,157.73999999999998,Sabado,7,192.79,196.25,133.93142857142857,8.33,22.86,11.937142857142858,7.29,13.06,15.492857142857144
